Ticker,CompanyName,CompanyCategory,Date,TtmNetIncome,ShareholdersEquity,PreviousRoe,PercentChangeInRoe,PercentOfPositiveWords,PercentOfNegativeWords,PercentOfLitiguousWords,PercentOfConstrainingWords,PercentOfStrongModalWords,PercentOfWeakModalWords,PercentOfUncertaintyWords
RELL,richardson-electronics,Electronics Parts Distribution,2/28/2009,$-0.01B,$0.12B,2.14,-307.9439252,8.895705521,30.42944785,6.073619632,12.88343558,3.987730061,12.88343558,24.84662577
LLL,l3-technologies,Electronics - Military Systems,12/31/2018,$1.01B,$5.91B,19.71,-9.132420091,12.82660333,20.42755344,29.77038797,4.908946952,4.275534442,4.908946952,22.88202692
LLL,l3-technologies,Electronics - Military Systems,9/30/2018,$1.07B,$5.71B,16.89,16.69626998,12.82660333,20.42755344,29.77038797,4.908946952,4.275534442,4.908946952,22.88202692
LLL,l3-technologies,Electronics - Military Systems,6/30/2018,$0.89B,$5.51B,13.91,21.42343638,12.82660333,20.42755344,29.77038797,4.908946952,4.275534442,4.908946952,22.88202692
LLL,l3-technologies,Electronics - Military Systems,3/31/2018,$0.72B,$5.32B,13.49,3.113417346,12.82660333,20.42755344,29.77038797,4.908946952,4.275534442,4.908946952,22.88202692
LLL,l3-technologies,Electronics - Military Systems,12/31/2017,$0.68B,$5.15B,11.79,14.41899915,12.27598566,26.07526882,27.24014337,5.017921147,4.390681004,5.017921147,19.98207885
LLL,l3-technologies,Electronics - Military Systems,9/30/2017,$0.58B,$5.07B,14.69,-19.74132063,12.27598566,26.07526882,27.24014337,5.017921147,4.390681004,5.017921147,19.98207885
LLL,l3-technologies,Electronics - Military Systems,6/30/2017,$0.70B,$5.05B,13.9,5.683453237,12.27598566,26.07526882,27.24014337,5.017921147,4.390681004,5.017921147,19.98207885
LLL,l3-technologies,Electronics - Military Systems,3/31/2017,$0.65B,$4.80B,15.54,-10.55341055,12.27598566,26.07526882,27.24014337,5.017921147,4.390681004,5.017921147,19.98207885
LLL,l3-technologies,Electronics - Military Systems,12/31/2016,$0.71B,$4.62B,7.88,97.20812183,8.493150685,28.40182648,27.94520548,6.02739726,2.739726027,6.02739726,20.3652968
LLL,l3-technologies,Electronics - Military Systems,9/30/2016,$0.36B,$4.64B,-2.01,-492.039801,8.493150685,28.40182648,27.94520548,6.02739726,2.739726027,6.02739726,20.3652968
LLL,l3-technologies,Electronics - Military Systems,6/30/2016,$-0.09B,$4.56B,-2.51,-19.92031873,8.493150685,28.40182648,27.94520548,6.02739726,2.739726027,6.02739726,20.3652968
LLL,l3-technologies,Electronics - Military Systems,3/31/2016,$-0.12B,$4.45B,-4.88,-48.56557377,8.493150685,28.40182648,27.94520548,6.02739726,2.739726027,6.02739726,20.3652968
LLL,l3-technologies,Electronics - Military Systems,12/31/2015,$-0.24B,$4.43B,2.51,-294.4223108,8.507347254,32.09590101,27.5328693,5.800464037,2.861562258,5.800464037,17.40139211
LLL,l3-technologies,Electronics - Military Systems,9/30/2015,$0.13B,$4.66B,10.62,-76.3653484,8.507347254,32.09590101,27.5328693,5.800464037,2.861562258,5.800464037,17.40139211
LLL,l3-technologies,Electronics - Military Systems,6/30/2015,$0.58B,$5.27B,10.59,0.283286119,8.507347254,32.09590101,27.5328693,5.800464037,2.861562258,5.800464037,17.40139211
LLL,l3-technologies,Electronics - Military Systems,3/31/2015,$0.60B,$5.30B,11.32,-6.448763251,8.507347254,32.09590101,27.5328693,5.800464037,2.861562258,5.800464037,17.40139211
LLL,l3-technologies,Electronics - Military Systems,12/31/2014,$0.66B,$5.36B,10.7,5.794392523,9.880152002,26.71733411,26.3957907,6.723180357,2.630809705,6.723180357,20.92955276
LLL,l3-technologies,Electronics - Military Systems,9/30/2014,$0.65B,$5.98B,11.53,-7.198612316,9.880152002,26.71733411,26.3957907,6.723180357,2.630809705,6.723180357,20.92955276
LLL,l3-technologies,Electronics - Military Systems,6/30/2014,$0.69B,$5.98B,12.32,-6.412337662,9.880152002,26.71733411,26.3957907,6.723180357,2.630809705,6.723180357,20.92955276
LLL,l3-technologies,Electronics - Military Systems,3/31/2014,$0.73B,$6.14B,12.98,-5.084745763,9.880152002,26.71733411,26.3957907,6.723180357,2.630809705,6.723180357,20.92955276
LLL,l3-technologies,Electronics - Military Systems,12/31/2013,$0.75B,$6.06B,13.3,-2.406015038,9.58994709,24.4047619,26.78571429,7.407407407,2.876984127,7.407407407,21.52777778
LLL,l3-technologies,Electronics - Military Systems,9/30/2013,$0.75B,$5.83B,13.15,1.140684411,9.58994709,24.4047619,26.78571429,7.407407407,2.876984127,7.407407407,21.52777778
LLL,l3-technologies,Electronics - Military Systems,6/30/2013,$0.74B,$5.67B,13,1.153846154,9.58994709,24.4047619,26.78571429,7.407407407,2.876984127,7.407407407,21.52777778
LLL,l3-technologies,Electronics - Military Systems,3/31/2013,$0.77B,$5.59B,12.51,3.916866507,9.58994709,24.4047619,26.78571429,7.407407407,2.876984127,7.407407407,21.52777778
LLL,l3-technologies,Electronics - Military Systems,12/31/2012,$0.78B,$5.53B,13.31,-6.010518407,9.63108064,22.95135488,27.94645772,7.051909892,4.113614104,7.051909892,21.25367287
LLL,l3-technologies,Electronics - Military Systems,9/30/2012,$0.87B,$5.84B,13.48,-1.261127596,9.63108064,22.95135488,27.94645772,7.051909892,4.113614104,7.051909892,21.25367287
LLL,l3-technologies,Electronics - Military Systems,6/30/2012,$0.92B,$6.86B,13.95,-3.369175627,9.63108064,22.95135488,27.94645772,7.051909892,4.113614104,7.051909892,21.25367287
LLL,l3-technologies,Electronics - Military Systems,3/31/2012,$0.95B,$6.84B,13.93,0.143575018,9.63108064,22.95135488,27.94645772,7.051909892,4.113614104,7.051909892,21.25367287
LLL,l3-technologies,Electronics - Military Systems,12/31/2011,$0.96B,$6.72B,13.73,1.456664239,10.59190031,21.84146764,27.03357563,7.476635514,3.011422638,7.476635514,22.56836276
LLL,l3-technologies,Electronics - Military Systems,9/30/2011,$0.95B,$6.79B,13.66,0.512445095,10.59190031,21.84146764,27.03357563,7.476635514,3.011422638,7.476635514,22.56836276
LLL,l3-technologies,Electronics - Military Systems,6/30/2011,$0.95B,$7.02B,13.48,1.335311573,10.59190031,21.84146764,27.03357563,7.476635514,3.011422638,7.476635514,22.56836276
LLL,l3-technologies,Electronics - Military Systems,3/31/2011,$0.93B,$6.93B,13.78,-2.177068215,10.59190031,21.84146764,27.03357563,7.476635514,3.011422638,7.476635514,22.56836276
LLL,l3-technologies,Electronics - Military Systems,12/31/2010,$0.95B,$6.86B,13.26,3.921568627,12.10422164,21.33905013,26.91292876,6.893139842,3.463060686,6.893139842,22.3944591
LLL,l3-technologies,Electronics - Military Systems,9/30/2010,$0.91B,$7.00B,13.7,-3.211678832,12.10422164,21.33905013,26.91292876,6.893139842,3.463060686,6.893139842,22.3944591
LLL,l3-technologies,Electronics - Military Systems,6/30/2010,$0.92B,$6.93B,14.02,-2.282453638,12.10422164,21.33905013,26.91292876,6.893139842,3.463060686,6.893139842,22.3944591
LLL,l3-technologies,Electronics - Military Systems,3/31/2010,$0.92B,$6.80B,14.16,-0.988700565,12.10422164,21.33905013,26.91292876,6.893139842,3.463060686,6.893139842,22.3944591
FLIR,flir-systems,Electronics - Military Systems,12/31/2018,$0.28B,$1.88B,7.29,109.8765432,7.147415444,29.4192725,15.95405233,10.33822591,4.020421187,10.33822591,22.78238673
FLIR,flir-systems,Electronics - Military Systems,9/30/2018,$0.13B,$1.94B,6.84,6.578947368,7.147415444,29.4192725,15.95405233,10.33822591,4.020421187,10.33822591,22.78238673
FLIR,flir-systems,Electronics - Military Systems,6/30/2018,$0.13B,$1.80B,5.7,20,7.147415444,29.4192725,15.95405233,10.33822591,4.020421187,10.33822591,22.78238673
FLIR,flir-systems,Electronics - Military Systems,3/31/2018,$0.10B,$1.79B,5.98,-4.682274247,7.147415444,29.4192725,15.95405233,10.33822591,4.020421187,10.33822591,22.78238673
FLIR,flir-systems,Electronics - Military Systems,12/31/2017,$0.11B,$1.84B,12.45,-51.96787149,7.284768212,28.69757174,16.62987491,10.74319352,4.194260486,10.74319352,21.7071376
FLIR,flir-systems,Electronics - Military Systems,9/30/2017,$0.22B,$1.89B,12.59,-1.111993646,7.284768212,28.69757174,16.62987491,10.74319352,4.194260486,10.74319352,21.7071376
FLIR,flir-systems,Electronics - Military Systems,6/30/2017,$0.22B,$1.78B,12.48,0.881410256,7.284768212,28.69757174,16.62987491,10.74319352,4.194260486,10.74319352,21.7071376
FLIR,flir-systems,Electronics - Military Systems,3/31/2017,$0.21B,$1.72B,10.05,24.17910448,7.284768212,28.69757174,16.62987491,10.74319352,4.194260486,10.74319352,21.7071376
FLIR,flir-systems,Electronics - Military Systems,12/31/2016,$0.17B,$1.68B,10.58,-5.009451796,6.724511931,24.07809111,23.86117137,6.724511931,4.338394794,6.724511931,27.54880694
FLIR,flir-systems,Electronics - Military Systems,9/30/2016,$0.18B,$1.65B,11.47,-7.759372276,6.724511931,24.07809111,23.86117137,6.724511931,4.338394794,6.724511931,27.54880694
FLIR,flir-systems,Electronics - Military Systems,6/30/2016,$0.19B,$1.65B,11.85,-3.206751055,6.724511931,24.07809111,23.86117137,6.724511931,4.338394794,6.724511931,27.54880694
FLIR,flir-systems,Electronics - Military Systems,3/31/2016,$0.20B,$1.67B,14.89,-20.41638684,6.724511931,24.07809111,23.86117137,6.724511931,4.338394794,6.724511931,27.54880694
FLIR,flir-systems,Electronics - Military Systems,12/31/2015,$0.24B,$1.65B,15.17,-1.845748187,12.20930233,31.39534884,20.34883721,5.523255814,4.651162791,5.523255814,20.34883721
FLIR,flir-systems,Electronics - Military Systems,9/30/2015,$0.25B,$1.63B,13.94,8.823529412,12.20930233,31.39534884,20.34883721,5.523255814,4.651162791,5.523255814,20.34883721
FLIR,flir-systems,Electronics - Military Systems,6/30/2015,$0.23B,$1.64B,13.54,2.954209749,12.20930233,31.39534884,20.34883721,5.523255814,4.651162791,5.523255814,20.34883721
FLIR,flir-systems,Electronics - Military Systems,3/31/2015,$0.22B,$1.59B,12.32,9.902597403,12.20930233,31.39534884,20.34883721,5.523255814,4.651162791,5.523255814,20.34883721
FLIR,flir-systems,Electronics - Military Systems,12/31/2014,$0.20B,$1.61B,9.62,28.06652807,17.50150875,29.08871454,11.58720579,7.06095353,4.164152082,7.06095353,23.53651177
FLIR,flir-systems,Electronics - Military Systems,9/30/2014,$0.16B,$1.62B,9.21,4.451682953,17.50150875,29.08871454,11.58720579,7.06095353,4.164152082,7.06095353,23.53651177
FLIR,flir-systems,Electronics - Military Systems,6/30/2014,$0.15B,$1.65B,9.66,-4.658385093,17.50150875,29.08871454,11.58720579,7.06095353,4.164152082,7.06095353,23.53651177
FLIR,flir-systems,Electronics - Military Systems,3/31/2014,$0.16B,$1.64B,11.23,-13.98040962,17.50150875,29.08871454,11.58720579,7.06095353,4.164152082,7.06095353,23.53651177
FLIR,flir-systems,Electronics - Military Systems,12/31/2013,$0.18B,$1.61B,14.31,-21.5234102,18.27503016,27.80458384,11.09770808,7.418576598,4.523522316,7.418576598,23.46200241
FLIR,flir-systems,Electronics - Military Systems,9/30/2013,$0.23B,$1.61B,14.96,-4.344919786,18.27503016,27.80458384,11.09770808,7.418576598,4.523522316,7.418576598,23.46200241
FLIR,flir-systems,Electronics - Military Systems,6/30/2013,$0.24B,$1.56B,14.37,4.105775922,18.27503016,27.80458384,11.09770808,7.418576598,4.523522316,7.418576598,23.46200241
FLIR,flir-systems,Electronics - Military Systems,3/31/2013,$0.23B,$1.53B,13.91,3.3069734,18.27503016,27.80458384,11.09770808,7.418576598,4.523522316,7.418576598,23.46200241
FLIR,flir-systems,Electronics - Military Systems,12/31/2012,$0.22B,$1.60B,13.9,0.071942446,18.10397554,28.80733945,11.07033639,7.155963303,4.220183486,7.155963303,23.48623853
FLIR,flir-systems,Electronics - Military Systems,9/30/2012,$0.22B,$1.60B,14.59,-4.729266621,18.10397554,28.80733945,11.07033639,7.155963303,4.220183486,7.155963303,23.48623853
FLIR,flir-systems,Electronics - Military Systems,6/30/2012,$0.23B,$1.57B,13.71,6.418672502,18.10397554,28.80733945,11.07033639,7.155963303,4.220183486,7.155963303,23.48623853
FLIR,flir-systems,Electronics - Military Systems,3/31/2012,$0.22B,$1.62B,13.93,-1.579325197,18.10397554,28.80733945,11.07033639,7.155963303,4.220183486,7.155963303,23.48623853
FLIR,flir-systems,Electronics - Military Systems,12/31/2011,$0.22B,$1.58B,13.67,1.901975128,17.30769231,29.18552036,12.1040724,7.183257919,4.411764706,7.183257919,22.62443439
FLIR,flir-systems,Electronics - Military Systems,9/30/2011,$0.22B,$1.55B,13.78,-0.798258345,17.30769231,29.18552036,12.1040724,7.183257919,4.411764706,7.183257919,22.62443439
FLIR,flir-systems,Electronics - Military Systems,6/30/2011,$0.21B,$1.62B,16.51,-16.53543307,17.30769231,29.18552036,12.1040724,7.183257919,4.411764706,7.183257919,22.62443439
FLIR,flir-systems,Electronics - Military Systems,3/31/2011,$0.24B,$1.60B,17.91,-7.816862088,17.30769231,29.18552036,12.1040724,7.183257919,4.411764706,7.183257919,22.62443439
FLIR,flir-systems,Electronics - Military Systems,12/31/2010,$0.25B,$1.52B,18.23,-1.755348327,10.00752445,27.99097065,10.91045899,8.954100828,4.966139955,8.954100828,28.21670429
FLIR,flir-systems,Electronics - Military Systems,9/30/2010,$0.24B,$1.44B,19.14,-4.754440961,10.00752445,27.99097065,10.91045899,8.954100828,4.966139955,8.954100828,28.21670429
FLIR,flir-systems,Electronics - Military Systems,6/30/2010,$0.24B,$1.32B,20.1,-4.776119403,10.00752445,27.99097065,10.91045899,8.954100828,4.966139955,8.954100828,28.21670429
FLIR,flir-systems,Electronics - Military Systems,3/31/2010,$0.23B,$1.25B,21.27,-5.500705219,10.00752445,27.99097065,10.91045899,8.954100828,4.966139955,8.954100828,28.21670429
FLIR,flir-systems,Electronics - Military Systems,12/31/2009,$0.23B,$1.20B,23.7,-10.25316456,9.411764706,29.48529412,11.91176471,9.338235294,4.632352941,9.338235294,25.88235294
FLIR,flir-systems,Electronics - Military Systems,9/30/2009,$0.24B,$1.13B,25.51,-7.095256762,9.411764706,29.48529412,11.91176471,9.338235294,4.632352941,9.338235294,25.88235294
FLIR,flir-systems,Electronics - Military Systems,6/30/2009,$0.23B,$1.03B,26.21,-2.67073636,9.411764706,29.48529412,11.91176471,9.338235294,4.632352941,9.338235294,25.88235294
FLIR,flir-systems,Electronics - Military Systems,3/31/2009,$0.22B,$0.96B,26.43,-0.832387439,9.411764706,29.48529412,11.91176471,9.338235294,4.632352941,9.338235294,25.88235294
ARTX,arotech,Electronics - Military Systems,12/31/2018,$0.00B,$0.08B,13.75,-80.21818182,11.67664671,20.95808383,25.74850299,5.688622754,5.389221557,5.688622754,24.8502994
ARTX,arotech,Electronics - Military Systems,9/30/2018,$0.01B,$0.07B,14.08,-2.34375,11.67664671,20.95808383,25.74850299,5.688622754,5.389221557,5.688622754,24.8502994
ARTX,arotech,Electronics - Military Systems,6/30/2018,$0.01B,$0.07B,12.95,8.725868726,11.67664671,20.95808383,25.74850299,5.688622754,5.389221557,5.688622754,24.8502994
ARTX,arotech,Electronics - Military Systems,3/31/2018,$0.01B,$0.07B,10.33,25.36302033,11.67664671,20.95808383,25.74850299,5.688622754,5.389221557,5.688622754,24.8502994
ARTX,arotech,Electronics - Military Systems,12/31/2017,$0.01B,$0.07B,-4.58,-325.5458515,11.05990783,26.7281106,18.89400922,5.99078341,3.225806452,5.99078341,28.11059908
ARTX,arotech,Electronics - Military Systems,9/30/2017,$-0.00B,$0.07B,-4.56,0.438596491,11.05990783,26.7281106,18.89400922,5.99078341,3.225806452,5.99078341,28.11059908
ARTX,arotech,Electronics - Military Systems,6/30/2017,$-0.00B,$0.07B,-4.56,0,11.05990783,26.7281106,18.89400922,5.99078341,3.225806452,5.99078341,28.11059908
ARTX,arotech,Electronics - Military Systems,3/31/2017,$-0.00B,$0.07B,-4.53,0.662251656,11.05990783,26.7281106,18.89400922,5.99078341,3.225806452,5.99078341,28.11059908
ARTX,arotech,Electronics - Military Systems,12/31/2016,$-0.00B,$0.07B,-1.52,198.0263158,13.06532663,29.14572864,15.07537688,5.527638191,3.015075377,5.527638191,28.64321608
ARTX,arotech,Electronics - Military Systems,9/30/2016,$-0.00B,$0.07B,-4.62,-67.0995671,13.06532663,29.14572864,15.07537688,5.527638191,3.015075377,5.527638191,28.64321608
ARTX,arotech,Electronics - Military Systems,6/30/2016,$-0.00B,$0.07B,-6.2,-25.48387097,13.06532663,29.14572864,15.07537688,5.527638191,3.015075377,5.527638191,28.64321608
ARTX,arotech,Electronics - Military Systems,3/31/2016,$-0.00B,$0.07B,-4.67,32.76231263,13.06532663,29.14572864,15.07537688,5.527638191,3.015075377,5.527638191,28.64321608
ARTX,arotech,Electronics - Military Systems,12/31/2015,$-0.00B,$0.06B,-4.63,0.863930886,9.633027523,26.14678899,17.43119266,5.963302752,3.211009174,5.963302752,31.65137615
ARTX,arotech,Electronics - Military Systems,9/30/2015,$-0.00B,$0.06B,-3.05,51.80327869,9.633027523,26.14678899,17.43119266,5.963302752,3.211009174,5.963302752,31.65137615
ARTX,arotech,Electronics - Military Systems,6/30/2015,$-0.00B,$0.06B,3.16,-196.5189873,9.633027523,26.14678899,17.43119266,5.963302752,3.211009174,5.963302752,31.65137615
ARTX,arotech,Electronics - Military Systems,3/31/2015,$0.00B,$0.07B,5.08,-37.79527559,9.633027523,26.14678899,17.43119266,5.963302752,3.211009174,5.963302752,31.65137615
ARTX,arotech,Electronics - Military Systems,12/31/2014,$0.00B,$0.07B,3.67,38.41961853,7.834507042,29.35739437,14.65669014,10.29929577,4.973591549,10.29929577,22.57922535
ARTX,arotech,Electronics - Military Systems,9/30/2014,$0.00B,$0.07B,6.03,-39.13764511,7.834507042,29.35739437,14.65669014,10.29929577,4.973591549,10.29929577,22.57922535
ARTX,arotech,Electronics - Military Systems,6/30/2014,$0.00B,$0.06B,4.32,39.58333333,7.834507042,29.35739437,14.65669014,10.29929577,4.973591549,10.29929577,22.57922535
ARTX,arotech,Electronics - Military Systems,3/31/2014,$0.00B,$0.05B,2.29,88.64628821,7.834507042,29.35739437,14.65669014,10.29929577,4.973591549,10.29929577,22.57922535
ARTX,arotech,Electronics - Military Systems,12/31/2013,$0.00B,$0.05B,4.85,-52.78350515,7.692307692,11.53846154,53.84615385,3.846153846,7.692307692,3.846153846,11.53846154
ARTX,arotech,Electronics - Military Systems,9/30/2013,$0.00B,$0.05B,2.56,89.453125,7.692307692,11.53846154,53.84615385,3.846153846,7.692307692,3.846153846,11.53846154
ARTX,arotech,Electronics - Military Systems,6/30/2013,$0.00B,$0.04B,-7.89,-132.4461343,7.692307692,11.53846154,53.84615385,3.846153846,7.692307692,3.846153846,11.53846154
ARTX,arotech,Electronics - Military Systems,3/31/2013,$-0.00B,$0.04B,-10.46,-24.56978967,7.692307692,11.53846154,53.84615385,3.846153846,7.692307692,3.846153846,11.53846154
ARTX,arotech,Electronics - Military Systems,12/31/2012,$-0.00B,$0.04B,-23.08,-54.67937608,8.204914619,31.11203665,15.32694711,8.996251562,5.122865473,8.996251562,22.24073303
ARTX,arotech,Electronics - Military Systems,9/30/2012,$-0.01B,$0.04B,-26.67,-13.4608174,8.204914619,31.11203665,15.32694711,8.996251562,5.122865473,8.996251562,22.24073303
ARTX,arotech,Electronics - Military Systems,6/30/2012,$-0.01B,$0.04B,-22.6,18.00884956,8.204914619,31.11203665,15.32694711,8.996251562,5.122865473,8.996251562,22.24073303
ARTX,arotech,Electronics - Military Systems,3/31/2012,$-0.01B,$0.04B,-25.67,-11.95948578,8.204914619,31.11203665,15.32694711,8.996251562,5.122865473,8.996251562,22.24073303
ARTX,arotech,Electronics - Military Systems,12/31/2011,$-0.01B,$0.04B,-14.14,81.5417256,8.502847844,30.96013019,16.31407648,8.787632221,5.207485761,8.787632221,21.44019528
ARTX,arotech,Electronics - Military Systems,9/30/2011,$-0.01B,$0.05B,-11.82,19.62774958,8.502847844,30.96013019,16.31407648,8.787632221,5.207485761,8.787632221,21.44019528
