Ticker,CompanyName,CompanyCategory,Date,TtmNetIncome,ShareholdersEquity,PreviousRoe,PercentChangeInRoe,PercentOfPositiveWords,PercentOfNegativeWords,PercentOfLitiguousWords,PercentOfConstrainingWords,PercentOfStrongModalWords,PercentOfWeakModalWords,PercentOfUncertaintyWords
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2018-12-31,$0.24B,$-0.22B,-82.04,4.0102389078498195,8.602150537634408,28.817204301075268,15.483870967741936,6.451612903225806,5.591397849462366,6.451612903225806,28.602150537634408
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2018-09-30,$0.26B,$-0.27B,-70.62,16.171056357972247,8.602150537634408,28.817204301075268,15.483870967741936,6.451612903225806,5.591397849462366,6.451612903225806,28.602150537634408
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2018-06-30,$0.24B,$-0.33B,-71.91,-1.7939090529828843,8.602150537634408,28.817204301075268,15.483870967741936,6.451612903225806,5.591397849462366,6.451612903225806,28.602150537634408
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2018-03-31,$0.25B,$-0.32B,-70.43,2.10137725401106,8.602150537634408,28.817204301075268,15.483870967741936,6.451612903225806,5.591397849462366,6.451612903225806,28.602150537634408
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2017-12-31,$0.24B,$-0.34B,-65.16,8.087783916513214,9.758454106280194,27.729468599033815,14.29951690821256,5.990338164251208,5.603864734299517,5.990338164251208,30.6280193236715
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2017-09-30,$0.22B,$-0.36B,-75.28,-13.443145589798092,9.758454106280194,27.729468599033815,14.29951690821256,5.990338164251208,5.603864734299517,5.990338164251208,30.6280193236715
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2017-06-30,$0.23B,$-0.35B,-80.07,-5.982265517672028,9.758454106280194,27.729468599033815,14.29951690821256,5.990338164251208,5.603864734299517,5.990338164251208,30.6280193236715
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2017-03-31,$0.23B,$-0.32B,-79.73,0.4264392324093681,9.758454106280194,27.729468599033815,14.29951690821256,5.990338164251208,5.603864734299517,5.990338164251208,30.6280193236715
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2016-12-31,$0.24B,$-0.29B,-73.0,9.219178082191787,11.654441727791362,24.857375713121435,14.91442542787286,6.764466177669112,4.9714751426242865,6.764466177669112,30.073349633251834
SBH,sally-beauty-holdings,Retail - Miscellaneous & Diversified,2016-09-30,$0.22B,$-0.28B,-72.67,0.45410760974267,11.654441727791362,24.857375713121435,14.91442542787286,6.764466177669112,4.9714751426242865,6.764466177669112,30.073349633251834
